id,name,review_count,rating,price,price_point,display_phone,url,image_url,address1,address2,address3,city,state,zip,country,latitude,longitude
qcnoyytlFIuqlcjDXkXJiw,Starbucks,80,2.5,$$,2,(718) 855-0856,https://www.yelp.com/biz/starbucks-brooklyn-21?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media2.fl.yelpcdn.com/bphoto/rvbmfbKSWW4G4RmDu018hA/o.jpg,67 Main St,,,Brooklyn,NY,11201,US,40.70275444,-73.99088374
60agfQbky4cX8BEApyltIA,Starbucks,36,2.0,$,1,(646) 699-9983,https://www.yelp.com/biz/starbucks-new-york-524?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media4.fl.yelpcdn.com/bphoto/ZM_sCPU1miFXbZGba1lX6g/o.jpg,375 Pearl St,,,New York,NY,10038,US,40.71102,-74.00091
C0EKm9V9QI2R47QkRWA5aQ,Starbucks,44,3.0,$,1,(929) 955-1841,https://www.yelp.com/biz/starbucks-new-york-290?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media3.fl.yelpcdn.com/bphoto/Rvok-BWGjIGY-rMSQofYPA/o.jpg,99 Wall St,,,New York,NY,10005,US,40.7049014,-74.0072444
OuNYQaqEJjkBHRdnC-4HOw,Starbucks,40,2.5,$$,2,(212) 509-9709,https://www.yelp.com/biz/starbucks-new-york-381?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media2.fl.yelpcdn.com/bphoto/SV8ynJOzOiauQngcqnv_uA/o.jpg,100 William St,,,New York,NY,10038,US,40.708413,-74.007387
mEMPhPK6dSgy5eXS-kYHLg,Starbucks,68,3.0,$$,2,(718) 243-0455,https://www.yelp.com/biz/starbucks-brooklyn-17?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media4.fl.yelpcdn.com/bphoto/IsyCZQAKUcrliFuzXo_TXQ/o.jpg,134 Montague St,,,Brooklyn,NY,11201,US,40.694582,-73.993978
t03ZbaLQP3MrMuUGb6MQdw,Starbucks,53,2.0,$$,2,(212) 482-6530,https://www.yelp.com/biz/starbucks-new-york-506?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media3.fl.yelpcdn.com/bphoto/XApF9Rx6XxdP-j0cI2NGxA/o.jpg,110 Pearl St,,,New York,NY,10005,US,40.704653,-74.009001
pTv4RDll3N_CGG3BwtEctg,Starbucks,59,3.0,$,1,(212) 608-8073,https://www.yelp.com/biz/starbucks-new-york-395?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media1.fl.yelpcdn.com/bphoto/ClYnav-_Uu7IPU0Qa9LUJA/o.jpg,38 Park Row,,,New York,NY,10038,US,40.71168566,-74.00666918
j6nTfbYavGVsJKxz6bte6w,Starbucks,61,3.5,$,1,(212) 962-0439,https://www.yelp.com/biz/starbucks-new-york-214?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media3.fl.yelpcdn.com/bphoto/MdLapQsqNZ8AUIGtHPNfXg/o.jpg,130 Fulton St,,,New York,NY,10038,US,40.71022348,-74.00797242
XzAZVxmGPcysK8hYdcAJKA,Starbucks,54,2.5,$$,2,(212) 964-8846,https://www.yelp.com/biz/starbucks-new-york-229?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media2.fl.yelpcdn.com/bphoto/ms4p2KBJbQg1xn4TT8aOmQ/o.jpg,111 Worth St,,,New York,NY,10013,US,40.71588714,-74.00314073
4jWEL2gMhfwfzej0rfgJiQ,Starbucks,55,2.0,$,1,(212) 619-1529,https://www.yelp.com/biz/starbucks-new-york-264?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media3.fl.yelpcdn.com/bphoto/aSBKV7Z1FuT1nV6qgxQUFw/o.jpg,233 Broadway,,,New York,NY,10279,US,40.71222829959837,-74.00820580822274
E6h-sMLmF86cuituw5zYxw,Starbucks,148,2.5,$$,2,(718) 522-2396,https://www.yelp.com/biz/starbucks-brooklyn-6?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media2.fl.yelpcdn.com/bphoto/nNxnfD06ZVax3GhVNhVmMg/o.jpg,6 MetroTech Ctr,Poly Tech Institute,,Brooklyn,NY,11201,US,40.694047,-73.9867893
Ftrk-Rx1i3okzxnQNuLcnw,Starbucks,95,2.5,$$,2,(212) 742-2490,https://www.yelp.com/biz/starbucks-new-york-143?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media3.fl.yelpcdn.com/bphoto/iaVlBYYkRx4DIh5pPI__iQ/o.jpg,55 Broad St,,,New York,NY,10004,US,40.70520877,-74.01128172
bbVBza8jlZoVi1meNZbbxw,Starbucks,2,5.0,,0,(347) 305-1487,https://www.yelp.com/biz/starbucks-brooklyn-92?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media4.fl.yelpcdn.com/bphoto/0B7AqzK631mxf1fl-wM47A/o.jpg,3 Flushing Ave,,,Brooklyn,NY,11205,US,40.69845185950864,-73.97971609999999
V05D4jAQb3rT3WqEBGq-og,Starbucks,74,2.0,$$,2,(212) 406-5315,https://www.yelp.com/biz/starbucks-new-york-131?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media3.fl.yelpcdn.com/bphoto/YL8s3UMYWXYpJ1_UFE0q-A/o.jpg,291 Broadway,,,New York,NY,10007,US,40.71504153,-74.00602938
FrigBgxfxMxwPJNq-hAr0Q,Starbucks,51,3.0,$$,2,(212) 732-9268,https://www.yelp.com/biz/starbucks-new-york-295?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media4.fl.yelpcdn.com/bphoto/YUiI6Vx0m_5NTz6NRfgI9Q/o.jpg,115 Broadway,,,New York,NY,10006,US,40.708758,-74.011055
LQtVFXqjHW9ffkHNA7TqdQ,Starbucks,111,3.0,$$,2,(718) 855-0369,https://www.yelp.com/biz/starbucks-brooklyn-14?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media3.fl.yelpcdn.com/bphoto/ZOrAg7iA1Qrku82k0CVQyg/o.jpg,50 Court St,,,Brooklyn,NY,11201,US,40.69248079,-73.99126236
CszSAlKolUeJ0-IaRDL0YQ,Starbucks,66,2.5,$$,2,(212) 385-1104,https://www.yelp.com/biz/starbucks-new-york-345?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media2.fl.yelpcdn.com/bphoto/pKqgu2tenfxSFKoov2kMRw/o.jpg,195 Broadway,,,New York,NY,10007,US,40.71076714,-74.01044104
IY8HhDLbJGfHLL8GhaUicw,Starbucks,52,2.5,$$,2,(347) 997-2633,https://www.yelp.com/biz/starbucks-brooklyn-40?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media1.fl.yelpcdn.com/bphoto/3TITud1dcTgwpys7WrWRzA/o.jpg,309 Gold St,,,Brooklyn,NY,11201,US,40.694975,-73.982911
RIklVZ2AEvC62MtCPRmFRQ,Starbucks,14,2.5,$,1,(212) 785-8409,https://www.yelp.com/biz/starbucks-new-york-434?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media1.fl.yelpcdn.com/bphoto/D0fgOXPE5ztQkWbVipxaFQ/o.jpg,1 New York Plz,,,New York,NY,10004,US,40.7020572,-74.01198708
8uTTEIDkYuEXywiWcP5w-w,Starbucks,70,2.5,$$,2,(212) 513-1451,https://www.yelp.com/biz/starbucks-new-york-128?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media3.fl.yelpcdn.com/bphoto/bwiif4R8_NFKKzTy_HKvAw/o.jpg,120 Church St,,,New York,NY,10007,US,40.713782,-74.009077
HSdM_oo-UTkHXRXQM81s7g,Starbucks,17,4.0,,0,(212) 248-7478,https://www.yelp.com/biz/starbucks-new-york-575?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media2.fl.yelpcdn.com/bphoto/hwiYx1qPnQSXL0i-9Qn4Dg/o.jpg,55 Broadway,,,New York,NY,10006,US,40.70696558,-74.012968
rPXlTqHLYKcXyADOeqzwbg,Starbucks,73,2.5,$$,2,(212) 344-4290,https://www.yelp.com/biz/starbucks-new-york-189?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media3.fl.yelpcdn.com/bphoto/OxOaPT30kfmSR7Gwqehe9g/o.jpg,2 Broadway,,,New York,NY,10004,US,40.704345,-74.01299953
JXKpCS9Ru3nt7U0_kFqZgA,Starbucks,69,3.0,$$,2,(718) 488-1719,https://www.yelp.com/biz/starbucks-brooklyn-32?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media1.fl.yelpcdn.com/bphoto/VjqMVCdfK9F3iUfdQtBh2g/o.jpg,348 Fulton St,Fulton Mall,,Brooklyn,NY,11201,US,40.691795,-73.988548
hh2T5aLJsSjpHvPRcQxIJw,Starbucks,36,3.0,$$,2,(646) 856-5994,https://www.yelp.com/biz/starbucks-new-york-511?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media1.fl.yelpcdn.com/bphoto/IPjV2DrLpYgGV-bHwfwIkw/o.jpg,33 Vesey St,,,New York,NY,10007,US,40.71221753310176,-74.0110373180485
chLhbhg91BAxxxYUdcHmFA,Starbucks,160,2.5,$$,2,(917) 534-1397,https://www.yelp.com/biz/starbucks-new-york-428?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media4.fl.yelpcdn.com/bphoto/ucut14YjrdEvlfrLdGjdXA/o.jpg,80 Delancey St,,,New York,NY,10002,US,40.719333,-73.989977
iWoOAvIYqZ8nqx1BYcuZYw,Starbucks,27,3.0,$,1,(646) 838-4269,https://www.yelp.com/biz/starbucks-new-york-537?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media4.fl.yelpcdn.com/bphoto/JMgf4qMYfdnAZRZHnNWCeg/o.jpg,157 Lafayette St,,157 Lafayette,New York,NY,10013,US,40.719757,-73.99913
01cAFjVfryumdxZCs-QG-A,Starbucks,52,3.5,$,1,(646) 613-0148,https://www.yelp.com/biz/starbucks-new-york-215?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media2.fl.yelpcdn.com/bphoto/qG1CALzQyxRL0MrxTByh8w/o.jpg,405 Broadway,,,New York,NY,10013,US,40.71907606,-74.00262424
rveP6oXixE2a2sKwMqS-ww,Starbucks,51,2.0,$,1,(212) 791-6368,https://www.yelp.com/biz/starbucks-new-york-380?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media3.fl.yelpcdn.com/bphoto/R3sguPocqo32eVCyuTppQg/o.jpg,125 Chambers St,,,New York,NY,10007,US,40.715532,-74.009003
tmCoQxrDuIMHAcJ3_EJakA,Starbucks,19,3.0,$$,2,(646) 860-8615,https://www.yelp.com/biz/starbucks-new-york-510?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media1.fl.yelpcdn.com/bphoto/bvgA4hiPLwjDAz9Dbdp2Bg/o.jpg,444 Broadway,,,New York,NY,10013,US,40.72023566,-74.00095858
zKrj6ADYDWPzD-jozbYrww,Starbucks,14,5.0,,0,(212) 219-2277,https://www.yelp.com/biz/starbucks-new-york-601?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media3.fl.yelpcdn.com/bphoto/kvGcUnD1WIbIatmufYhLNw/o.jpg,422 Fulton St,,,Brooklyn,NY,11201,US,40.69069421,-73.98604873
GWuY5Sw6QAEYjvE2QYHwbQ,Starbucks,5,3.0,,0,(718) 875-7200,https://www.yelp.com/biz/starbucks-brooklyn-76?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media2.fl.yelpcdn.com/bphoto/W1XZnIfxIZa-5syAE7yokg/o.jpg,180 W Broadway,,,New York,NY,10013,US,40.718247,-74.007305
wE3_AwZoZ0ZXbngBH1xRrg,Starbucks,57,3.5,$,1,(212) 343-7402,https://www.yelp.com/biz/starbucks-new-york-294?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media4.fl.yelpcdn.com/bphoto/p5y7vwYiTlQBNw8Bj1hU4Q/o.jpg,32 Avenue Of The Americas,,,New York,NY,10013,US,40.7200627,-74.0047478
XhWXyvt0_n5uRxalVsulRA,Starbucks,38,2.5,$,1,(212) 966-0984,https://www.yelp.com/biz/starbucks-new-york-387?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media1.fl.yelpcdn.com/bphoto/8eujiCgSr5mDhBup3zkfkw/o.jpg,445 Gold St,,Target,Brooklyn,NY,11201,US,40.69085,-73.98329
WeWZgrCyh14f-X76wZRMMg,Starbucks,6,2.0,,0,(929) 397-2864,https://www.yelp.com/biz/starbucks-brooklyn-73?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media3.fl.yelpcdn.com/bphoto/SJPxPDJrB7mP6BKZWQriVg/o.jpg,200 Liberty St,,Brookfield Place 1,New York,NY,10006,US,40.71064061,-74.01566917
gfDj7Aa8U9K5UkJ9H65N3w,Starbucks,47,3.0,$,1,(929) 755-4010,https://www.yelp.com/biz/starbucks-new-york-417?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media2.fl.yelpcdn.com/bphoto/l5hZ79RWKq58x_yCFYerFw/o.jpg,72 Spring St,,,New York,NY,10012,US,40.7224629,-73.9978143
AvpB-RQgEW9N4Eip3l3cww,Starbucks,64,2.0,$$,2,(212) 219-2961,https://www.yelp.com/biz/starbucks-new-york-553?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media2.fl.yelpcdn.com/bphoto/QM4CzZXPdULlS66xBjcJ_w/o.jpg,45 Hoyt St,,,Brooklyn,NY,11201,US,40.68919372,-73.98589112
yhGYzWRpVTszItDTvLt-IA,Starbucks,10,3.5,,0,(718) 797-1777,https://www.yelp.com/biz/starbucks-brooklyn-77?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media2.fl.yelpcdn.com/bphoto/Eh4oYh0oIgNtOqkWTwhS-g/o.jpg,395 Flatbush Avenue Extension,,,Brooklyn,NY,11201,US,40.68935078,-73.980887
xPK7cw1KaNyZczS9nBkCqA,Starbucks,23,2.5,$$,2,(718) 858-8070,https://www.yelp.com/biz/starbucks-brooklyn-50?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media1.fl.yelpcdn.com/bphoto/fxWD0vQOmBVdMWEbGNV42Q/o.jpg,235 Greenwich St,,,New York,NY,10001,US,40.7205206260945,-74.0104043160567
a2nfVfbuobr5EX6sDH7jyw,Starbucks,67,3.5,$$,2,(718) 422-0178,https://www.yelp.com/biz/starbucks-brooklyn-5?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media4.fl.yelpcdn.com/bphoto/QMqm-dNs1ZQwRz7owRcWSw/o.jpg,388 Greenwich St,,,New York,NY,10013,US,40.72098559,-74.01044872
ho_CugEAQlW19dYoQvKPDg,Starbucks,1,1.0,,0,,https://www.yelp.com/biz/starbucks-new-york-588?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media2.fl.yelpcdn.com/bphoto/eqb1pa4iXQhPSFZbT5RKiw/o.jpg,49 1st Ave,Ste 2,,New York,NY,10003,US,40.7248169,-73.98763141
fUB19ML4mZsMFDMpvz9rIg,Starbucks,1,1.0,,0,(212) 816-3198,https://www.yelp.com/biz/starbucks-new-york-147?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media1.fl.yelpcdn.com/bphoto/BKnBnUo2BxLhKzIPdV3ylw/o.jpg,665 Broadway,,,New York,NY,10012,US,40.72725151,-73.99551355
j45W-e_Y4YGJxRxjI1CoCQ,Starbucks,38,3.0,$,1,(212) 777-1752,https://www.yelp.com/biz/starbucks-new-york-180?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media3.fl.yelpcdn.com/bphoto/-HN7fTOsDoc_Y8kbyntwsQ/o.jpg,482 W Broadway,,,New York,NY,10012,US,40.726835,-74.000193
K6x7wyqA2iOBjWIhMvOBVQ,Starbucks,77,2.5,$,1,(917) 534-0799,https://www.yelp.com/biz/starbucks-new-york-140?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media4.fl.yelpcdn.com/bphoto/gbIWR87yJLnDn-xTzYR-Ew/o.jpg,150 Varick St,,,New York,NY,10013,US,40.725774,-74.005558
PpuKf6U0zWnhI_nxLwu_sw,Starbucks,68,2.5,$$,2,(212) 254-0139,https://www.yelp.com/biz/starbucks-new-york-377?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media1.fl.yelpcdn.com/bphoto/WmuauX9l98tFXLQyJKGpgA/o.jpg,125 Saint Marks Pl,,,New York,NY,10009,US,40.72692264,-73.98323616
lb14G-jyqSm7zCKKFTiIog,Starbucks,100,2.0,$$,2,(646) 230-9816,https://www.yelp.com/biz/starbucks-new-york-562?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media2.fl.yelpcdn.com/bphoto/Hc0e4HLHwIjn5r8MTtmPSA/o.jpg,45 W 4th St,,New York University,New York,NY,10012,US,40.72958423,-73.99624073
eSO_9YbzxMcDAYlru7x0Sg,Starbucks,28,2.0,,0,(917) 648-3955,https://www.yelp.com/biz/starbucks-new-york-545?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media2.fl.yelpcdn.com/bphoto/uzrcfIFn4kq4NYjmR2s-tQ/o.jpg,139 Flatbush Ave,Atlantic Terminal,,Brooklyn,NY,11217,US,40.68465968,-73.97756354
65VJnrsaHS6NZejxnnu23A,Starbucks,107,1.5,$$,2,(212) 995-3443,https://www.yelp.com/biz/starbucks-new-york-392?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media4.fl.yelpcdn.com/bphoto/hpKEPy-P4MX8qhtCRW9s1A/o.jpg,139 Flatbush Ave,,Target,Brooklyn,NY,11217,US,40.68462,-73.977587
Rz4f6qTReSN_Tz9ml0EBfg,Starbucks,75,2.5,$$,2,(718) 789-3418,https://www.yelp.com/biz/starbucks-brooklyn-19?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media1.fl.yelpcdn.com/bphoto/jYCrDMsE3l6HEJq9lNIPIA/o.jpg,13-25 Astor Pl,,,New York,NY,10003,US,40.730017,-73.991547
KDdm5R0zBN-9pI9v8B-now,Starbucks,8,2.5,,0,(718) 290-1109,https://www.yelp.com/biz/starbucks-brooklyn-71?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media4.fl.yelpcdn.com/bphoto/nar22AJ7vTfR4HLCskmwBA/o.jpg,625 Atlantic Ave,,,Brooklyn,NY,11217,US,40.68512164,-73.97598755
sfmi3mO_Kf__n89SznOy6g,Starbucks,232,3.0,$$,2,(212) 982-3753,https://www.yelp.com/biz/starbucks-new-york-134?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media3.fl.yelpcdn.com/bphoto/DsJlfNrWmRKFOMRgjF4MUg/o.jpg,219 1st Ave,,,New York,NY,10003,US,40.7308611,-73.983244
BUGIGJufNEJA5wuzyA2gpw,Starbucks,2,5.0,$$,2,(718) 986-7946,https://www.yelp.com/biz/starbucks-brooklyn-84?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,https://s3-media3.fl.yelpcdn.com/bphoto/vARSDeqXyt2Z8z1KcutNNg/o.jpg,378 6th Ave,,,New York,NY,10011,US,40.733082,-73.999734
